Country,Vaccine,Recommendations
iraq,Cholera,There is no longer active cholera transmission and vaccine is not recommended.
iraq,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Iraq.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
iraq,Hepatitis B,Recommended for unvaccinated travelers of all ages to Iraq.
iraq,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
iraq,Rabies,"Rabid dogs are commonly found in Iraq. If you are bitten or scratched by a dog or other mammal while in Iraq, there may be limited or no rabies treatment available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Iraq."
iraq,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
iraq,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥9 months of age, including transit >12 hours in an airport located in a country with risk of YF virus transmission.1


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
ireland,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
ireland,Hepatitis A,"Consider for most travelers; recommended for travelers at higher risk (e.g. visiting smaller cities, villages, or rural areas where exposure might occur through food or water; or prone to ""adventurous eating"")"
ireland,Hepatitis B,Recommended for unvaccinated travelers of all ages to Ireland.
ireland,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
israel,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
israel,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Israel, including the West Bank and Gaza.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
israel,Hepatitis B,"Recommended for unvaccinated travelers of all ages to Israel, including the West Bank and Gaza."
israel,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
israel,Rabies,"Rabid dogs are commonly found in Israel, including the West Bank and Gaza. However, if you are bitten or scratched by a dog or other mammal while in Israel, including the West Bank and Gaza, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Israel, including the West Bank and Gaza."
israel,Typhoid,"If your trip includes the West Bank and Gaza, you might want to consider getting typhoid vaccine. You can get typhoid infection from contaminated food and water."
